Order ID,Order Date,Customer ID,Customer Name,Region,Segment,Product,Category,Quantity,Unit Price,Discount,Sales,Cost,Profit,Month,Profit Margin
ORD0147,2025-03-27,CUST058,Customer 058,South,Small Business,Keyboard,Accessories,3,2804.0,0.0,8412.0,6964.32,1447.68,Mar-2025,0.1720970042796006
ORD0002,2025-03-29,CUST053,Customer 053,South,Corporate,Mouse,Accessories,4,1381.0,0.0,5524.0,4394.45,1129.55,Mar-2025,0.2044804489500362
ORD0161,2025-03-30,CUST009,Customer 009,West,Consumer,Printer,Electronics,1,9823.0,0.1,8840.7,6387.37,2453.33,Mar-2025,0.2775040437974368
ORD0055,2025-03-31,CUST034,Customer 034,North,Consumer,Monitor,Electronics,3,13182.0,0.1,35591.4,27783.75,7807.65,Mar-2025,0.21936900487196342
ORD0087,2025-04-02,CUST042,Customer 042,South,Corporate,Monitor,Electronics,1,17487.0,0.05,16612.65,12242.84,4369.81,Apr-2025,0.26304111625779153
ORD0057,2025-04-06,CUST024,Customer 024,North,Small Business,Printer,Electronics,4,16726.0,0.05,63558.8,50855.9,12702.9,Apr-2025,0.19986060152174048
ORD0128,2025-04-06,CUST024,Customer 024,South,Consumer,Headphones,Accessories,4,4324.0,0.15,14701.6,12218.58,2483.02,Apr-2025,0.1688945420906568
ORD0059,2025-04-10,CUST012,Customer 012,West,Small Business,Webcam,Accessories,3,2911.0,0.0,8733.0,7265.94,1467.06,Apr-2025,0.16799038131226382
ORD0231,2025-04-12,CUST042,Customer 042,East,Consumer,Printer,Electronics,1,9715.0,0.0,9715.0,7996.13,1718.87,Apr-2025,0.17692949047864126
ORD0184,2025-04-12,CUST041,Customer 041,South,Small Business,Laptop,Electronics,2,66237.0,0.0,132474.0,92261.09,40212.91,Apr-2025,0.30355322553859626
ORD0001,2025-04-13,CUST052,Customer 052,East,Small Business,Webcam,Accessories,3,6009.0,0.05,17125.65,12867.07,4258.58,Apr-2025,0.24866676593297185
ORD0089,2025-04-17,CUST048,Customer 048,West,Small Business,Laptop,Electronics,2,68025.0,0.0,136050.0,105515.55,30534.45,Apr-2025,0.22443550165380374
ORD0203,2025-04-17,CUST037,Customer 037,West,Small Business,Keyboard,Accessories,4,2292.0,0.1,8251.2,6674.46,1576.74,Apr-2025,0.1910922047702152
ORD0140,2025-04-21,CUST024,Customer 024,East,Small Business,Webcam,Accessories,1,4677.0,0.0,4677.0,3584.34,1092.66,Apr-2025,0.2336241180243746
ORD0028,2025-04-22,CUST057,Customer 057,North,Small Business,Mouse,Accessories,1,890.0,0.0,890.0,732.96,157.04,Apr-2025,0.17644943820224718
ORD0081,2025-04-22,CUST047,Customer 047,South,Corporate,Keyboard,Accessories,1,2627.0,0.1,2364.3,1688.29,676.01,Apr-2025,0.2859239521211352
ORD0030,2025-04-23,CUST008,Customer 008,East,Consumer,Tablet,Electronics,4,28309.0,0.0,113236.0,78838.92,34397.08,Apr-2025,0.30376452718216823
ORD0210,2025-04-24,CUST018,Customer 018,North,Corporate,Mouse,Accessories,4,1638.0,0.1,5896.8,4116.54,1780.26,Apr-2025,0.3019027269027269
ORD0165,2025-04-25,CUST058,Customer 058,South,Small Business,Mouse,Accessories,4,1414.0,0.05,5373.2,3883.34,1489.86,Apr-2025,0.2772761110697536
ORD0019,2025-04-26,CUST013,Customer 013,North,Small Business,Printer,Electronics,3,10482.0,0.05,29873.7,22631.5,7242.2,Apr-2025,0.24242728553878493
ORD0037,2025-04-26,CUST021,Customer 021,East,Corporate,Monitor,Electronics,1,15169.0,0.0,15169.0,11666.3,3502.7,Apr-2025,0.23091172786604258
ORD0068,2025-04-27,CUST006,Customer 006,South,Consumer,Tablet,Electronics,1,34488.0,0.0,34488.0,28369.24,6118.76,Apr-2025,0.17741707260496406
ORD0046,2025-04-27,CUST023,Customer 023,South,Corporate,Keyboard,Accessories,4,2141.0,0.0,8564.0,6037.88,2526.12,Apr-2025,0.2949696403549743
ORD0100,2025-04-28,CUST004,Customer 004,South,Corporate,Keyboard,Accessories,1,2893.0,0.05,2748.35,2179.87,568.48,Apr-2025,0.20684410646387835
ORD0080,2025-04-28,CUST003,Customer 003,East,Consumer,Mouse,Accessories,4,1580.0,0.15,5372.0,3728.95,1643.05,Apr-2025,0.3058544303797468
ORD0047,2025-04-28,CUST048,Customer 048,East,Consumer,Monitor,Electronics,1,14799.0,0.15,12579.15,10038.96,2540.19,Apr-2025,0.20193653784238205
ORD0192,2025-04-29,CUST053,Customer 053,North,Consumer,Headphones,Accessories,3,2066.0,0.0,6198.0,4862.47,1335.53,Apr-2025,0.21547757341077767
ORD0025,2025-05-04,CUST059,Customer 059,South,Small Business,Monitor,Electronics,1,20584.0,0.0,20584.0,14722.47,5861.53,May-2025,0.2847614652157015
ORD0045,2025-05-04,CUST042,Customer 042,South,Consumer,Keyboard,Accessories,1,2117.0,0.05,2011.15,1607.0,404.15,May-2025,0.2009546776719787
ORD0107,2025-05-05,CUST038,Customer 038,East,Corporate,Mouse,Accessories,3,1203.0,0.0,3609.0,2973.57,635.43,May-2025,0.17606816292601826
ORD0133,2025-05-08,CUST032,Customer 032,North,Small Business,Keyboard,Accessories,3,2379.0,0.1,6423.3,5086.07,1337.23,May-2025,0.208184266654212
ORD0112,2025-05-10,CUST027,Customer 027,West,Small Business,Headphones,Accessories,3,3479.0,0.1,9393.3,7287.74,2105.56,May-2025,0.22415551510118917
ORD0005,2025-05-11,CUST037,Customer 037,South,Corporate,Mouse,Accessories,1,1141.0,0.0,1141.0,947.89,193.11,May-2025,0.16924627519719546
ORD0014,2025-05-11,CUST001,Customer 001,East,Corporate,Headphones,Accessories,3,4198.0,0.05,11964.3,9136.39,2827.91,May-2025,0.23636234464197656
ORD0072,2025-05-16,CUST058,Customer 058,South,Small Business,Monitor,Electronics,4,12777.0,0.15,43441.8,36395.27,7046.53,May-2025,0.162206216132849
ORD0232,2025-05-16,CUST033,Customer 033,West,Consumer,Monitor,Electronics,1,18172.0,0.05,17263.4,14036.84,3226.56,May-2025,0.18690176906055583
ORD0162,2025-05-17,CUST003,Customer 003,East,Small Business,Webcam,Accessories,4,2659.0,0.0,10636.0,8817.82,1818.18,May-2025,0.1709458443023693
ORD0104,2025-05-17,CUST034,Customer 034,North,Small Business,Monitor,Electronics,3,21264.0,0.1,57412.8,39482.5,17930.3,May-2025,0.31230492155059497
ORD0102,2025-05-18,CUST044,Customer 044,North,Consumer,Monitor,Electronics,4,20099.0,0.0,80396.0,63435.69,16960.31,May-2025,0.21095962485695807
ORD0114,2025-05-21,CUST040,Customer 040,West,Consumer,Mouse,Accessories,1,907.0,0.1,816.3,632.53,183.77,May-2025,0.2251255665809139
ORD0041,2025-05-22,CUST012,Customer 012,South,Small Business,Printer,Electronics,3,12380.0,0.0,37140.0,28691.57,8448.43,May-2025,0.22747522886375876
ORD0070,2025-05-23,CUST031,Customer 031,West,Corporate,Webcam,Accessories,2,5129.0,0.15,8719.3,5992.53,2726.77,May-2025,0.3127280859702041
ORD0060,2025-05-24,CUST053,Customer 053,East,Consumer,Laptop,Electronics,4,59930.0,0.1,215748.0,172680.37,43067.63,May-2025,0.19962006600292934
ORD0073,2025-05-25,CUST009,Customer 009,East,Consumer,Keyboard,Accessories,4,2586.0,0.0,10344.0,7254.35,3089.65,May-2025,0.2986900618716164
ORD0026,2025-05-27,CUST020,Customer 020,West,Consumer,Headphones,Accessories,4,4792.0,0.05,18209.6,13891.02,4318.58,May-2025,0.23715952025305334
ORD0145,2025-05-29,CUST017,Customer 017,West,Small Business,Headphones,Accessories,2,3730.0,0.15,6341.0,5228.4,1112.6,May-2025,0.17546128370919412
ORD0228,2025-05-29,CUST017,Customer 017,South,Consumer,Monitor,Electronics,1,18420.0,0.05,17499.0,13429.99,4069.01,May-2025,0.23252814446539805
ORD0042,2025-06-02,CUST058,Customer 058,South,Corporate,Mouse,Accessories,1,1607.0,0.1,1446.3,1041.39,404.91,Jun-2025,0.2799626633478532
ORD0226,2025-06-03,CUST027,Customer 027,North,Corporate,Tablet,Electronics,2,30443.0,0.1,54797.4,43149.0,11648.4,Jun-2025,0.21257212933460345
ORD0236,2025-06-07,CUST057,Customer 057,West,Corporate,Tablet,Electronics,4,23909.0,0.1,86072.4,69483.84,16588.56,Jun-2025,0.19272798248916032
ORD0151,2025-06-10,CUST016,Customer 016,South,Small Business,Keyboard,Accessories,4,1736.0,0.0,6944.0,5688.63,1255.37,Jun-2025,0.18078485023041474
ORD0227,2025-06-13,CUST010,Customer 010,North,Small Business,Keyboard,Accessories,2,1552.0,0.0,3104.0,2542.43,561.57,Jun-2025,0.1809181701030928
ORD0078,2025-06-14,CUST010,Customer 010,North,Consumer,Tablet,Electronics,1,22098.0,0.0,22098.0,15915.66,6182.34,Jun-2025,0.2797692098832474
ORD0167,2025-06-19,CUST036,Customer 036,North,Small Business,Mouse,Accessories,2,827.0,0.1,1488.6,1241.21,247.39,Jun-2025,0.16618970845089345
ORD0017,2025-06-19,CUST045,Customer 045,South,Corporate,Monitor,Electronics,1,20715.0,0.1,18643.5,13234.11,5409.39,Jun-2025,0.2901488454421112
ORD0004,2025-06-19,CUST028,Customer 028,East,Consumer,Webcam,Accessories,3,4552.0,0.1,12290.4,8750.12,3540.28,Jun-2025,0.2880524637115147
ORD0224,2025-06-21,CUST056,Customer 056,South,Consumer,Mouse,Accessories,3,1742.0,0.05,4964.7,4026.72,937.98,Jun-2025,0.1889298447036075
ORD0023,2025-06-21,CUST026,Customer 026,North,Small Business,Webcam,Accessories,4,5167.0,0.0,20668.0,15276.64,5391.36,Jun-2025,0.2608554286820205
ORD0066,2025-06-22,CUST013,Customer 013,North,Small Business,Keyboard,Accessories,2,1329.0,0.0,2658.0,1857.42,800.58,Jun-2025,0.301196388261851
ORD0063,2025-06-23,CUST013,Customer 013,North,Corporate,Monitor,Electronics,1,20219.0,0.1,18197.1,12610.88,5586.22,Jun-2025,0.3069840798808602
ORD0033,2025-06-25,CUST012,Customer 012,North,Small Business,Mouse,Accessories,2,918.0,0.0,1836.0,1534.31,301.69,Jun-2025,0.16431917211328975
ORD0160,2025-06-27,CUST018,Customer 018,North,Small Business,Headphones,Accessories,4,4641.0,0.05,17635.8,13750.1,3885.7,Jun-2025,0.22033023735810114
ORD0053,2025-06-28,CUST043,Customer 043,North,Consumer,Webcam,Accessories,3,6192.0,0.1,16718.4,11921.38,4797.02,Jun-2025,0.28693056751842283
ORD0120,2025-06-29,CUST006,Customer 006,West,Corporate,Laptop,Electronics,1,60436.0,0.05,57414.2,44849.81,12564.39,Jun-2025,0.2188376743035695
ORD0051,2025-06-29,CUST031,Customer 031,West,Small Business,Laptop,Electronics,3,62547.0,0.1,168876.9,132634.39,36242.51,Jun-2025,0.21460904362882077
ORD0150,2025-07-02,CUST023,Customer 023,North,Corporate,Laptop,Electronics,3,67060.0,0.05,191121.0,150195.27,40925.73,Jul-2025,0.21413518137724272
ORD0207,2025-07-04,CUST039,Customer 039,East,Corporate,Keyboard,Accessories,3,2400.0,0.0,7200.0,5509.15,1690.85,Jul-2025,0.23484027777777777
ORD0091,2025-07-06,CUST056,Customer 056,North,Corporate,Laptop,Electronics,3,68428.0,0.05,195019.8,149217.09,45802.71,Jul-2025,0.23486184479729752
ORD0008,2025-07-10,CUST018,Customer 018,East,Corporate,Tablet,Electronics,2,24718.0,0.15,42020.6,33463.67,8556.93,Jul-2025,0.2036365496922938
ORD0003,2025-07-11,CUST060,Customer 060,East,Small Business,Monitor,Electronics,4,18117.0,0.0,72468.0,49545.65,22922.35,Jul-2025,0.31630995749848206
ORD0212,2025-07-11,CUST006,Customer 006,North,Small Business,Keyboard,Accessories,1,2136.0,0.1,1922.4,1547.88,374.52,Jul-2025,0.19481897627965042
ORD0124,2025-07-13,CUST054,Customer 054,West,Consumer,Keyboard,Accessories,2,2343.0,0.1,4217.4,2937.32,1280.08,Jul-2025,0.30352349788969507
ORD0131,2025-07-14,CUST023,Customer 023,South,Consumer,Laptop,Electronics,4,64362.0,0.05,244575.6,187914.17,56661.43,Jul-2025,0.23167245628754463
ORD0086,2025-07-14,CUST032,Customer 032,North,Consumer,Mouse,Accessories,1,1768.0,0.05,1679.6,1202.28,477.32,Jul-2025,0.28418671112169563
ORD0044,2025-07-15,CUST006,Customer 006,West,Consumer,Laptop,Electronics,4,61170.0,0.1,220212.0,154618.88,65593.12,Jul-2025,0.2978635133416889
ORD0142,2025-07-20,CUST040,Customer 040,East,Small Business,Headphones,Accessories,1,3967.0,0.05,3768.65,2839.86,928.79,Jul-2025,0.24645164714154935
ORD0134,2025-07-20,CUST054,Customer 054,East,Consumer,Headphones,Accessories,2,4945.0,0.05,9395.5,6647.02,2748.48,Jul-2025,0.2925315310520994
ORD0118,2025-07-21,CUST052,Customer 052,East,Corporate,Tablet,Electronics,2,23669.0,0.05,44971.1,34447.11,10523.99,Jul-2025,0.23401673519215674
ORD0069,2025-07-22,CUST060,Customer 060,North,Corporate,Laptop,Electronics,3,65431.0,0.0,196293.0,138699.55,57593.45,Jul-2025,0.2934055213379998
ORD0169,2025-07-25,CUST013,Customer 013,North,Consumer,Mouse,Accessories,3,832.0,0.0,2496.0,1827.64,668.36,Jul-2025,0.2677724358974359
ORD0204,2025-07-26,CUST006,Customer 006,North,Corporate,Monitor,Electronics,1,12342.0,0.15,10490.7,7340.08,3150.62,Jul-2025,0.30032504980601865
ORD0173,2025-07-29,CUST050,Customer 050,North,Small Business,Webcam,Accessories,3,6860.0,0.1,18522.0,12980.47,5541.53,Jul-2025,0.29918637296188316
ORD0119,2025-07-29,CUST027,Customer 027,South,Consumer,Headphones,Accessories,1,3555.0,0.0,3555.0,2936.57,618.43,Jul-2025,0.17396061884669478
ORD0009,2025-08-03,CUST060,Customer 060,West,Corporate,Laptop,Electronics,4,67668.0,0.1,243604.8,186686.72,56918.08,Aug-2025,0.23364925485868918
ORD0148,2025-08-03,CUST029,Customer 029,East,Consumer,Mouse,Accessories,2,666.0,0.05,1265.4,966.25,299.15,Aug-2025,0.23640746009167057
ORD0010,2025-08-05,CUST060,Customer 060,East,Consumer,Mouse,Accessories,1,769.0,0.1,692.1,478.88,213.22,Aug-2025,0.3080768675046958
ORD0049,2025-08-08,CUST005,Customer 005,South,Corporate,Laptop,Electronics,2,67832.0,0.1,122097.6,92289.65,29807.95,Aug-2025,0.24413215329375842
ORD0129,2025-08-11,CUST055,Customer 055,West,Consumer,Printer,Electronics,3,14699.0,0.1,39687.3,32372.95,7314.35,Aug-2025,0.18429951143060877
ORD0071,2025-08-12,CUST016,Customer 016,West,Corporate,Printer,Electronics,4,9961.0,0.0,39844.0,28175.64,11668.36,Aug-2025,0.29285111936552555
ORD0186,2025-08-13,CUST033,Customer 033,South,Corporate,Printer,Electronics,2,9299.0,0.0,18598.0,13827.76,4770.24,Aug-2025,0.2564920959242929
ORD0239,2025-08-14,CUST014,Customer 014,East,Consumer,Laptop,Electronics,3,58947.0,0.05,167998.95,116595.11,51403.84,Aug-2025,0.3059771504524284
ORD0157,2025-08-14,CUST025,Customer 025,North,Small Business,Headphones,Accessories,4,2311.0,0.15,7857.4,6159.76,1697.64,Aug-2025,0.2160562017970321
ORD0163,2025-08-14,CUST024,Customer 024,South,Consumer,Monitor,Electronics,2,14598.0,0.1,26276.4,19952.72,6323.68,Aug-2025,0.24066005997777473
ORD0175,2025-08-14,CUST029,Customer 029,North,Small Business,Webcam,Accessories,3,4531.0,0.0,13593.0,10971.86,2621.14,Aug-2025,0.19283013315677186
ORD0096,2025-08-17,CUST057,Customer 057,South,Small Business,Monitor,Electronics,2,14253.0,0.05,27080.7,20528.51,6552.19,Aug-2025,0.24195054042177638
ORD0143,2025-08-17,CUST044,Customer 044,East,Small Business,Headphones,Accessories,2,1518.0,0.0,3036.0,2217.3,818.7,Aug-2025,0.26966403162055336
ORD0016,2025-08-19,CUST045,Customer 045,South,Corporate,Mouse,Accessories,1,875.0,0.0,875.0,635.57,239.43,Aug-2025,0.2736342857142857
ORD0093,2025-08-19,CUST022,Customer 022,South,Small Business,Keyboard,Accessories,4,1736.0,0.0,6944.0,5248.52,1695.48,Aug-2025,0.24416474654377882
ORD0094,2025-08-21,CUST045,Customer 045,North,Small Business,Mouse,Accessories,4,1245.0,0.05,4731.0,3781.35,949.65,Aug-2025,0.2007292327203551
ORD0020,2025-08-22,CUST044,Customer 044,North,Corporate,Monitor,Electronics,3,15232.0,0.05,43411.2,34402.64,9008.56,Aug-2025,0.2075169541500811
ORD0062,2025-08-23,CUST011,Customer 011,South,Small Business,Laptop,Electronics,4,65320.0,0.1,235152.0,192518.71,42633.29,Aug-2025,0.18130098829693134
ORD0237,2025-08-25,CUST023,Customer 023,North,Consumer,Keyboard,Accessories,4,1246.0,0.1,4485.6,3601.83,883.77,Aug-2025,0.1970238095238095
ORD0197,2025-08-25,CUST018,Customer 018,South,Small Business,Headphones,Accessories,3,2325.0,0.1,6277.5,4675.79,1601.71,Aug-2025,0.2551509358821187
ORD0141,2025-09-01,CUST043,Customer 043,North,Consumer,Tablet,Electronics,3,28146.0,0.0,84438.0,67832.93,16605.07,Sep-2025,0.1966539946469599
ORD0152,2025-09-04,CUST013,Customer 013,North,Corporate,Mouse,Accessories,4,1719.0,0.0,6876.0,4686.12,2189.88,Sep-2025,0.3184816753926702
ORD0065,2025-09-09,CUST031,Customer 031,East,Corporate,Mouse,Accessories,4,1270.0,0.05,4826.0,3981.53,844.47,Sep-2025,0.174983423124741
ORD0113,2025-09-11,CUST010,Customer 010,West,Corporate,Keyboard,Accessories,2,2122.0,0.05,4031.8,3352.71,679.09,Sep-2025,0.168433454040379
ORD0052,2025-09-15,CUST049,Customer 049,West,Consumer,Printer,Electronics,4,17462.0,0.05,66355.6,49242.97,17112.63,Sep-2025,0.2578927777007517
ORD0079,2025-09-17,CUST001,Customer 001,South,Corporate,Headphones,Accessories,4,1664.0,0.0,6656.0,4549.71,2106.29,Sep-2025,0.31644981971153846
ORD0012,2025-09-18,CUST042,Customer 042,North,Small Business,Keyboard,Accessories,1,3304.0,0.1,2973.6,2235.89,737.71,Sep-2025,0.24808649448479958
ORD0034,2025-09-21,CUST027,Customer 027,North,Consumer,Keyboard,Accessories,1,2356.0,0.05,2238.2,1698.35,539.85,Sep-2025,0.24119828433562687
ORD0006,2025-09-22,CUST026,Customer 026,West,Small Business,Laptop,Electronics,4,58615.0,0.1,211014.0,164084.37,46929.63,Sep-2025,0.22240055162216724
